
23,01-01-2006 13:13,051225,241,AMD_01,241,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.4385,< LOD,  0.3318,  5.5045,  0.2590,  2.2536,  0.0888,  0.3822,  0.0535, 36.7266,  0.1946,  0.1473,  0.0115,  2.8114,  0.0410,< LOD,  0.0175,< LOD,  0.0083,< LOD,  0.0064,  0.3717,  0.0204,  5.7598,  0.0605,  0.0344,  0.0097,  0.0327,  0.0048,  0.7538,  0.0144,  0.1119,  0.0061,  0.4030,  0.0084,< LOD,  0.0009,  0.0068,  0.0032,  0.0897,  0.0031,  0.0017,  0.0010,< LOD,  0.0015,< LOD,  0.0031,  0.0100,  0.0040,,,,,< LOD,  0.0041,  0.3061,  0.0180,< LOD,  0.0070,,,  0.0665,  0.0259,  0.2127,  0.0236,,,  3.8141,  0.0897,< LOD,  0.0393,  0.2529,  0.0286,< LOD,  0.0153,< LOD,  0.0095,< LOD,  0.0134,,,,,,,< LOD,  0.0034,< LOD,  0.0013,< LOD,  0.0090,< LOD,  0.0020,  0.0107,  0.0026,< LOD,  0.0131,  0.0043,  0.0037,< LOD,  0.0079,Passed
24,01-01-2006 13:17,051225,242,AMD_01,242,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.3127,  2.3168,  0.3656, 13.0838,  0.3523,  1.9065,  0.0868,  0.2873,  0.0436, 26.8877,  0.1661,  0.4384,  0.0160,  6.2066,  0.0539,  0.0996,  0.0185,< LOD,  0.0074,< LOD,  0.0059,  0.2346,  0.0171,  6.0204,  0.0622,< LOD,  0.0089,  0.0077,  0.0030,  0.2532,  0.0082,  0.0566,  0.0044,  0.0806,  0.0039,< LOD,  0.0007,  0.0156,  0.0031,  0.0555,  0.0024,  0.0025,  0.0009,  0.0037,  0.0014,< LOD,  0.0028,< LOD,  0.0035,,,,,,,  0.1331,  0.0142,< LOD,  0.0065,,,  0.0657,  0.0237,  0.0815,  0.0196,,,  1.8710,  0.0662,< LOD,  0.0398,  0.1206,  0.0247,< LOD,  0.0098,< LOD,  0.0087,< LOD,  0.0108,,,,,,,< LOD,  0.0028,< LOD,  0.0011,< LOD,  0.0067,< LOD,  0.0013,  0.0074,  0.0024,< LOD,  0.0111,< LOD,  0.0036,< LOD,  0.0067,Passed
25,01-01-2006 13:20,051225,243,AMD_01,243,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.3043,  2.5885,  0.3723, 14.7928,  0.3626,  1.8599,  0.0825,  0.0947,  0.0421, 27.0157,  0.1641,  0.2668,  0.0129,  2.7427,  0.0379,  0.4462,  0.0149,  0.0217,  0.0061,< LOD,  0.0057,  0.0490,  0.0094,  4.3361,  0.0512,< LOD,  0.0077,  0.0040,  0.0025,  0.0235,  0.0028,  0.0070,  0.0022,  0.0047,  0.0017,< LOD,  0.0005,  0.0099,  0.0031,  0.0900,  0.0030,  0.0057,  0.0007,< LOD,  0.0016,< LOD,  0.0032,< LOD,  0.0039,,,,,,,< LOD,  0.0128,< LOD,  0.0072,,,< LOD,  0.0260,< LOD,  0.0204,,,  0.0698,  0.0427,< LOD,  0.0418,  0.1026,  0.0238,< LOD,  0.0055,< LOD,  0.0140,< LOD,  0.0088,,,,,,,< LOD,  0.0024,< LOD,  0.0009,< LOD,  0.0066,< LOD,  0.0010,  0.0036,  0.0023,< LOD,  0.0118,< LOD,  0.0041,< LOD,  0.0078,Passed
26,01-01-2006 13:23,051225,244,AMD_01,244,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.3745,  1.9323,  0.3721, 12.5689,  0.3437,  1.7750,  0.0827,  0.2441,  0.0448, 26.1288,  0.1635,  0.5039,  0.0165,  3.1795,  0.0408,  0.2069,  0.0185,  0.0147,  0.0072,< LOD,  0.0058,  0.2156,  0.0162,  7.8938,  0.0699,< LOD,  0.0103,  0.0179,  0.0037,  0.2093,  0.0076,  0.0568,  0.0044,  0.0984,  0.0043,< LOD,  0.0006,  0.0211,  0.0033,  0.0563,  0.0025,  0.0052,  0.0008,  0.0051,  0.0015,< LOD,  0.0029,  0.0061,  0.0036,,,,,,,  0.1121,  0.0138,< LOD,  0.0065,,,  0.0317,  0.0239,  0.0568,  0.0196,,,  1.5185,  0.0614,< LOD,  0.0393,  0.1192,  0.0242,< LOD,  0.0085,< LOD,  0.0081,< LOD,  0.0103,,,,,,,< LOD,  0.0027,< LOD,  0.0010,  0.0113,  0.0078,< LOD,  0.0013,  0.0126,  0.0025,< LOD,  0.0110,< LOD,  0.0036,< LOD,  0.0070,Passed
27,01-01-2006 12:01,051225,245,AMD_01,245,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  2.1413,  1.2915,  0.3843, 14.1043,  0.3709,  1.5503,  0.0838,  0.4968,  0.0494, 24.0515,  0.1609,  0.1220,  0.0119,  3.5497,  0.0432,< LOD,  0.0218,< LOD,  0.0088,< LOD,  0.0062,  1.1452,  0.0341, 15.2768,  0.0986,< LOD,  0.0136,  0.0051,  0.0035,  0.2527,  0.0089,  0.0602,  0.0049,  0.0198,  0.0023,< LOD,  0.0009,  0.0036,  0.0025,  0.1513,  0.0036,  0.0018,  0.0010,< LOD,  0.0014,< LOD,  0.0025,  0.0031,  0.0031,,,,,,,  0.0136,  0.0101,< LOD,  0.0054,,,< LOD,  0.0199,  0.0812,  0.0177,,,  3.8903,  0.0829,< LOD,  0.0352,  0.2488,  0.0271,< LOD,  0.0090,< LOD,  0.0076,< LOD,  0.0101,,,,,,,< LOD,  0.0026,< LOD,  0.0010,< LOD,  0.0064,< LOD,  0.0015,< LOD,  0.0020,< LOD,  0.0092,  0.0037,  0.0032,< LOD,  0.0053,Passed
28,01-01-2006 12:05,051225,246,AMD_01,246,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.2828,< LOD,  0.3005,  8.2886,  0.3034,  1.7377,  0.0857,  1.6823,  0.0579, 27.3249,  0.1679,  0.0907,  0.0118,  7.7832,  0.0608,< LOD,  0.0316,< LOD,  0.0136,< LOD,  0.0072,  0.5176,  0.0249,  2.8451,  0.0451,< LOD,  0.0062,  0.0076,  0.0032,  0.9468,  0.0162,  0.1312,  0.0063,  0.1918,  0.0057,< LOD,  0.0010,< LOD,  0.0028,  0.2967,  0.0048,< LOD,  0.0011,< LOD,  0.0017,< LOD,  0.0026,< LOD,  0.0033,,,,,< LOD,  0.0035,  0.0327,  0.0124,  0.0111,  0.0065,,,  0.0571,  0.0230,  1.1499,  0.0331,,,  9.5208,  0.1324,< LOD,  0.0516,  0.6562,  0.0354,  0.0242,  0.0169,< LOD,  0.0088,< LOD,  0.0128,,,,,,,< LOD,  0.0033,< LOD,  0.0012,< LOD,  0.0083,< LOD,  0.0020,< LOD,  0.0025,< LOD,  0.0115,  0.0077,  0.0035,< LOD,  0.0068,Passed
29,01-01-2006 12:07,051225,247,AMD_01,247,GeoChem,DualMining, 62.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.2070,  0.6757,  0.3088, 17.9609,  0.3857,  1.6643,  0.0795,  0.5476,  0.0441, 25.1453,  0.1545,  0.0484,  0.0093,  4.5750,  0.0452,< LOD,  0.0223,< LOD,  0.0086,< LOD,  0.0058,  0.1852,  0.0164,  3.2643,  0.0459,< LOD,  0.0072,  0.0391,  0.0044,  0.2211,  0.0076,  0.0473,  0.0039,  0.2417,  0.0062,< LOD,  0.0008,< LOD,  0.0026,  0.1709,  0.0037,  0.0023,  0.0009,< LOD,  0.0015,< LOD,  0.0027,< LOD,  0.0034,,,,,< LOD,  0.0038,< LOD,  0.0114,< LOD,  0.0064,,,  0.0370,  0.0233,  0.0349,  0.0185,,,  5.8446,  0.1024,< LOD,  0.0526,  0.3359,  0.0273,< LOD,  0.0093,< LOD,  0.0083,< LOD,  0.0112,,,,,,,< LOD,  0.0028,< LOD,  0.0011,< LOD,  0.0079,< LOD,  0.0017,< LOD,  0.0023,< LOD,  0.0115,< LOD,  0.0036,< LOD,  0.0070,Passed
30,01-01-2006 12:10,051225,248,AMD_01,248,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.6527,< LOD,  0.3249, 11.2755,  0.3462,  1.7185,  0.0884,  0.1246,  0.0414, 25.3892,  0.1684,  0.0489,  0.0105,  9.9481,  0.0685,< LOD,  0.0109,  0.0136,  0.0060,  0.0105,  0.0060,  3.7918,  0.0622, 15.9972,  0.1051,< LOD,  0.0126,  0.0039,  0.0032,  0.0496,  0.0043,  0.4009,  0.0115,  0.0165,  0.0023,< LOD,  0.0008,< LOD,  0.0024,  0.0080,  0.0014,  0.0014,  0.0010,< LOD,  0.0011,< LOD,  0.0023,< LOD,  0.0036,,,,,< LOD,  0.0035,< LOD,  0.0120,< LOD,  0.0052,,,< LOD,  0.0190,< LOD,  0.0161,,,  0.1701,  0.0380,< LOD,  0.0374,  0.0771,  0.0219,< LOD,  0.0055,< LOD,  0.0122,< LOD,  0.0149,,,,,,,  0.0052,  0.0042,< LOD,  0.0014,< LOD,  0.0063,< LOD,  0.0014,  0.0035,  0.0020,< LOD,  0.0088,< LOD,  0.0030,< LOD,  0.0051,Passed
31,01-01-2006 12:13,051225,249,AMD_01,249,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.9339,  1.9449,  0.3535,  9.4215,  0.3126,  1.6011,  0.0831,  0.0693,  0.0374, 22.3013,  0.1538,  0.0216,  0.0097,  9.8824,  0.0667,  0.3682,  0.0157,  0.0334,  0.0071,  0.0071,  0.0061,  0.4360,  0.0223,  9.4946,  0.0796,< LOD,  0.0105,  0.0050,  0.0032,  0.7164,  0.0143,  0.0076,  0.0031,  0.0954,  0.0041,< LOD,  0.0007,< LOD,  0.0029,  0.0276,  0.0019,  0.0021,  0.0008,  0.0027,  0.0013,< LOD,  0.0026,< LOD,  0.0035,,,,,,,< LOD,  0.0136,< LOD,  0.0062,,,< LOD,  0.0231,  0.2253,  0.0221,,,< LOD,  0.0390,< LOD,  0.0411,  0.0640,  0.0230,< LOD,  0.0134,< LOD,  0.0082,< LOD,  0.0091,,,,,,,< LOD,  0.0024,< LOD,  0.0009,< LOD,  0.0064,< LOD,  0.0013,< LOD,  0.0021,  0.0222,  0.0112,< LOD,  0.0034,< LOD,  0.0075,Passed
32,01-01-2006 12:16,051225,250,AMD_01,250,GeoChem,DualMining, 61.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.2560,  2.5158,  0.3536, 11.0043,  0.3241,  1.7796,  0.0833,  0.3270,  0.0423, 26.9391,  0.1636,  0.3394,  0.0145,  7.8138,  0.0588,  0.2552,  0.0135,  0.0092,  0.0061,< LOD,  0.0057,  0.5315,  0.0233,  4.5322,  0.0546,< LOD,  0.0077,< LOD,  0.0027,  0.8260,  0.0146,  0.2207,  0.0078,  0.0969,  0.0041,< LOD,  0.0006,  0.0152,  0.0031,  0.0081,  0.0016,  0.0052,  0.0008,  0.0074,  0.0013,< LOD,  0.0028,  0.0064,  0.0036,,,,,,,  0.0503,  0.0133,< LOD,  0.0066,,,  0.0302,  0.0241,  0.2366,  0.0226,,,  0.1013,  0.0409,< LOD,  0.0403,  0.0449,  0.0230,< LOD,  0.0150,< LOD,  0.0157,< LOD,  0.0142,,,,,,,< LOD,  0.0039,< LOD,  0.0014,< LOD,  0.0080,< LOD,  0.0013,  0.0052,  0.0023,< LOD,  0.0115,< LOD,  0.0036,< LOD,  0.0069,Passed
33,01-01-2006 12:19,051225,251,AMD_01,251,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.3736,< LOD,  0.2727,  6.9777,  0.2915,  1.7159,  0.0887,  0.4516,  0.0402, 25.1010,  0.1640,< LOD,  0.0103, 15.9191,  0.0838,< LOD,  0.0228,< LOD,  0.0102,< LOD,  0.0066,  1.4905,  0.0415,  6.7722,  0.0715,< LOD,  0.0087,  0.0380,  0.0048,  0.0411,  0.0039,  0.0737,  0.0050,  0.2646,  0.0068,< LOD,  0.0009,< LOD,  0.0028,  0.0767,  0.0025,< LOD,  0.0010,< LOD,  0.0013,< LOD,  0.0024,< LOD,  0.0033,,,,,< LOD,  0.0037,< LOD,  0.0125,< LOD,  0.0059,,,  0.0343,  0.0221,< LOD,  0.0182,,,  4.7146,  0.0968,< LOD,  0.0389,  0.2473,  0.0276,< LOD,  0.0059,< LOD,  0.0072,< LOD,  0.0109,,,,,,,< LOD,  0.0027,< LOD,  0.0010,< LOD,  0.0078,< LOD,  0.0019,  0.0030,  0.0021,< LOD,  0.0109,< LOD,  0.0033,< LOD,  0.0069,Passed
34,01-01-2006 12:22,051225,252,AMD_01,252,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.4734,  0.7927,  0.3592,  6.3224,  0.2854,  1.3975,  0.0846,  1.7313,  0.0629, 23.5319,  0.1597,  0.0438,  0.0117,  5.7371,  0.0533,  0.2259,  0.0368,< LOD,  0.0156,< LOD,  0.0078,  2.0947,  0.0461, 10.7848,  0.0869,< LOD,  0.0113,  0.0701,  0.0068,  0.0683,  0.0051,  0.1169,  0.0064,  0.4709,  0.0091,< LOD,  0.0011,< LOD,  0.0027,  0.2385,  0.0045,< LOD,  0.0012,< LOD,  0.0016,< LOD,  0.0031,  0.0032,  0.0032,,,,,< LOD,  0.0034,< LOD,  0.0107,< LOD,  0.0057,,,  0.0544,  0.0208,< LOD,  0.0177,,,  9.9025,  0.1323,< LOD,  0.0501,  0.7415,  0.0379,< LOD,  0.0067,< LOD,  0.0083,< LOD,  0.0123,,,,,,,< LOD,  0.0032,< LOD,  0.0012,< LOD,  0.0079,< LOD,  0.0025,< LOD,  0.0025,< LOD,  0.0106,  0.0063,  0.0033,< LOD,  0.0062,Passed
35,01-01-2006 12:25,051225,253,AMD_01,253,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.5023,< LOD,  0.3301,  6.3079,  0.2735,  2.2077,  0.0894,  0.3292,  0.0511, 34.5712,  0.1911,  0.1077,  0.0110,  4.5239,  0.0493,< LOD,  0.0142,< LOD,  0.0069,< LOD,  0.0062,  1.0210,  0.0319,  8.3143,  0.0730,< LOD,  0.0102,  0.0106,  0.0038,  1.3140,  0.0193,  0.1731,  0.0076,  0.2475,  0.0066,< LOD,  0.0008,  0.0052,  0.0029,  0.0289,  0.0021,  0.0018,  0.0009,  0.0019,  0.0013,< LOD,  0.0029,  0.0040,  0.0036,,,,,,,  0.0561,  0.0135,< LOD,  0.0065,,,< LOD,  0.0237,  0.4010,  0.0252,,,  1.1238,  0.0580,< LOD,  0.0571,  0.1602,  0.0260,< LOD,  0.0188,< LOD,  0.0090,< LOD,  0.0133,,,,,,,< LOD,  0.0034,< LOD,  0.0012,< LOD,  0.0082,< LOD,  0.0017,  0.0036,  0.0022,< LOD,  0.0114,< LOD,  0.0034,< LOD,  0.0069,Passed
36,01-01-2006 12:28,051225,254,AMD_01,254,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.2964,< LOD,  0.2251,  4.6454,  0.2721,  1.7411,  0.0940,  0.2216,  0.0283, 24.3589,  0.1603,  0.0152,  0.0112, 27.4871,  0.1076,< LOD,  0.0156,< LOD,  0.0080,< LOD,  0.0062,  1.2694,  0.0400,  1.1635,  0.0330,< LOD,  0.0037,< LOD,  0.0022,  0.0160,  0.0025,  0.0384,  0.0037,  0.0057,  0.0018,< LOD,  0.0007,< LOD,  0.0026,  0.0154,  0.0014,  0.0018,  0.0009,< LOD,  0.0012,< LOD,  0.0020,< LOD,  0.0033,,,,,,,< LOD,  0.0151,< LOD,  0.0057,,,  0.0229,  0.0224,  0.0278,  0.0183,,,  1.8649,  0.0705,< LOD,  0.0588,  0.0759,  0.0235,< LOD,  0.0052,< LOD,  0.0070,< LOD,  0.0098,,,,,,,< LOD,  0.0024,< LOD,  0.0009,< LOD,  0.0064,< LOD,  0.0012,  0.0028,  0.0020,< LOD,  0.0109,< LOD,  0.0031,< LOD,  0.0070,Passed
37,01-01-2006 12:31,051225,255,AMD_01,255,GeoChem,DualMining, 60.0,1.439, 0.0,1.4892, 0.0,1.4361, 0.0,,,< LOD,  2.0865,  0.5678,  0.4218,  8.0980,  0.3116,  1.5610,  0.0855,  0.7519,  0.0576, 25.7750,  0.1741,  0.0203,  0.0098,  4.5267,  0.0495,< LOD,  0.0124,  0.0203,  0.0065,  0.0142,  0.0058,  4.0081,  0.0619, 30.8509,  0.1431,< LOD,  0.0177,< LOD,  0.0042,  0.0228,  0.0036,  0.2668,  0.0109,  0.0659,  0.0041,< LOD,  0.0010,  0.0030,  0.0025,  0.0077,  0.0015,< LOD,  0.0012,< LOD,  0.0010,< LOD,  0.0023,  0.0043,  0.0029,,,,,< LOD,  0.0034,< LOD,  0.0098,< LOD,  0.0047,,,< LOD,  0.0171,  0.0352,  0.0157,,,< LOD,  0.0308,< LOD,  0.0362,  0.0736,  0.0207,< LOD,  0.0053,< LOD,  0.0128,< LOD,  0.0122,,,,,,,< LOD,  0.0034,< LOD,  0.0011,< LOD,  0.0058,< LOD,  0.0017,  0.0080,  0.0021,  0.0081,  0.0072,< LOD,  0.0027,< LOD,  0.0035,Passed
38,01-01-2006 12:34,051225,256,AMD_01,256,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.4077,  0.9090,  0.3266, 13.3804,  0.3594,  1.6885,  0.0858,  0.1783,  0.0399, 25.4385,  0.1620,  0.2472,  0.0136,  9.6061,  0.0653,  0.2452,  0.0163,  0.0109,  0.0067,< LOD,  0.0058,  0.4287,  0.0223,  6.4361,  0.0656,< LOD,  0.0089,  0.0061,  0.0028,  0.0462,  0.0038,  0.1069,  0.0056,  0.0733,  0.0040,< LOD,  0.0007,  0.0082,  0.0029,  0.0142,  0.0017,  0.0016,  0.0008,  0.0045,  0.0013,< LOD,  0.0026,  0.0334,  0.0040,,,,,,,< LOD,  0.0132,< LOD,  0.0062,,,< LOD,  0.0230,  0.0633,  0.0188,,,  0.5968,  0.0494,< LOD,  0.0396,  0.0746,  0.0234,< LOD,  0.0061,< LOD,  0.0083,< LOD,  0.0118,,,,,,,< LOD,  0.0031,< LOD,  0.0011,< LOD,  0.0067,< LOD,  0.0013,  0.0178,  0.0026,< LOD,  0.0111,< LOD,  0.0034,< LOD,  0.0066,Passed
39,01-01-2006 12:36,051225,257,AMD_01,257,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.2747,< LOD,  0.2568,  6.3967,  0.2899,  1.8202,  0.0933,  0.1352,  0.0319, 25.3613,  0.1629,  0.0324,  0.0114, 21.5944,  0.0959,  0.0162,  0.0106,  0.0069,  0.0068,< LOD,  0.0063,  0.4511,  0.0241,  3.1452,  0.0495,< LOD,  0.0059,  0.0032,  0.0025,  0.3896,  0.0105,< LOD,  0.0021,  0.0356,  0.0027,< LOD,  0.0006,< LOD,  0.0028,  0.0079,  0.0014,  0.0052,  0.0009,< LOD,  0.0011,< LOD,  0.0027,< LOD,  0.0035,,,,,,,< LOD,  0.0149,< LOD,  0.0085,,,< LOD,  0.0230,< LOD,  0.0255,,,< LOD,  0.0507,< LOD,  0.0421,< LOD,  0.0233,< LOD,  0.0106,< LOD,  0.0063,< LOD,  0.0083,,,,,,,< LOD,  0.0018,< LOD,  0.0008,< LOD,  0.0062,< LOD,  0.0012,< LOD,  0.0020,< LOD,  0.0113,< LOD,  0.0032,< LOD,  0.0073,Passed
40,01-01-2006 12:39,051225,258,AMD_01,258,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.8413,  1.6240,  0.3371, 13.9547,  0.3607,  1.7345,  0.0836,  0.1019,  0.0389, 24.5943,  0.1594,  0.3070,  0.0141,  7.1876,  0.0572,  0.3021,  0.0141,  0.0223,  0.0062,< LOD,  0.0058,  0.4824,  0.0227,  7.5440,  0.0697,< LOD,  0.0094,  0.0026,  0.0026,  0.0084,  0.0022,  0.1640,  0.0067,  0.0072,  0.0018,< LOD,  0.0007,  0.0111,  0.0029,  0.0153,  0.0017,  0.0051,  0.0008,  0.0041,  0.0012,< LOD,  0.0027,< LOD,  0.0035,,,,,,,< LOD,  0.0133,< LOD,  0.0063,,,< LOD,  0.0230,< LOD,  0.0185,,,< LOD,  0.0385,< LOD,  0.0394,  0.0700,  0.0228,< LOD,  0.0041,< LOD,  0.0137,< LOD,  0.0150,,,,,,,< LOD,  0.0034,  0.0030,  0.0015,< LOD,  0.0064,< LOD,  0.0010,  0.0031,  0.0021,< LOD,  0.0109,< LOD,  0.0034,< LOD,  0.0066,Passed
41,01-01-2006 13:32,051225,259,AMD_01,259,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.2716,< LOD,  0.2990,< LOD,  0.1693,  1.4894,  0.0768,  4.4967,  0.0875, 25.1575,  0.1620,  0.0176,  0.0091,< LOD,  0.0121,  3.3391,  0.0512,< LOD,  0.0233,< LOD,  0.0090,  0.1097,  0.0143,  1.7804,  0.0362,< LOD,  0.0053,  0.0109,  0.0037,  0.7303,  0.0147,< LOD,  0.0029,  4.4994,  0.0278,  0.0082,  0.0017,< LOD,  0.0032,  0.2366,  0.0049,< LOD,  0.0014,< LOD,  0.0014,< LOD,  0.0034,  0.0038,  0.0033,,,  0.0228,  0.0014,< LOD,  0.0034,  0.1525,  0.0141,< LOD,  0.0064,,,  0.1535,  0.0244,  0.3287,  0.0257,,, 14.5028,  0.1692,< LOD,  0.0489,  2.2791,  0.0544,< LOD,  0.0151,< LOD,  0.0173,  0.0182,  0.0132,,,,,,,< LOD,  0.0028,  0.0012,  0.0012,< LOD,  0.0110,< LOD,  0.0056,  0.0856,  0.0052,< LOD,  0.0145,  0.0074,  0.0034,< LOD,  0.0086,Passed
42,01-01-2006 13:38,051225,260,AMD_01,260,GeoChem,DualMining, 60.0,CuNi25Zn15, 0.0,Rg2, 0.0,CuNi30Mn, 0.0,,,< LOD,  1.4433,< LOD,  0.3721,< LOD,  0.1862,  1.4406,  0.0852, 10.6283,  0.1288, 25.5656,  0.1712,< LOD,  0.0143,< LOD,  0.0174,  0.0360,  0.0102,< LOD,  0.0063,< LOD,  0.0062,  0.8025,  0.0296,  0.8008,  0.0256,< LOD,  0.0040,  0.0305,  0.0067, 31.9830,  0.1070,  0.6782,  0.0168,  5.9422,  0.0336,  0.0288,  0.0039,< LOD,  0.0024,  0.0017,  0.0013,< LOD,  0.0019,  0.0020,  0.0008,< LOD,  0.0025,< LOD,  0.0031,,,,,< LOD,  0.0028,  0.1815,  0.0143,< LOD,  0.0054,,,  0.0842,  0.0194,  5.5453,  0.0789,,,< LOD,  0.0379,< LOD,  0.0316,< LOD,  0.0252,< LOD,  0.0854,< LOD,  0.0132,< LOD,  0.0219,,,,,,,< LOD,  0.0053,< LOD,  0.0019,< LOD,  0.0131,< LOD,  0.0120,  0.0738,  0.0063,< LOD,  0.0108,< LOD,  0.0041,< LOD,  0.0058,Passed
43,01-01-2006 13:41,051225,261,AMD_01,261,GeoChem,DualMining, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  1.3843,< LOD,  0.2969, 24.4945,  0.4637,  1.7121,  0.0833,  3.4889,  0.0762, 25.2959,  0.1594,< LOD,  0.0093,< LOD,  0.0137,< LOD,  0.0077,  0.0052,  0.0042,< LOD,  0.0051,  0.0250,  0.0100,  5.0120,  0.0580,< LOD,  0.0086,  0.0044,  0.0032,  0.4258,  0.0110,  1.5785,  0.0193,  0.2875,  0.0114,< LOD,  0.0014,< LOD,  0.0028,< LOD,  0.0016,  0.0018,  0.0014,< LOD,  0.0010,< LOD,  0.0030,< LOD,  0.0031,,,,,,, 10.5580,  0.0647,< LOD,  0.0069,,,  1.8472,  0.0399,  0.6518,  0.0252,,,< LOD,  0.0296,< LOD,  0.0303,< LOD,  0.0216,< LOD,  0.0138,< LOD,  0.0272,< LOD,  0.0334,,,,,,,< LOD,  0.0096,< LOD,  0.0032,< LOD,  0.0098,< LOD,  0.0028,  0.5982,  0.0104,< LOD,  0.0139,< LOD,  0.0034,< LOD,  0.0063,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Be,Be Err,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ru,Ru Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,In,In Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Re,Re Err,Os,Os Err,Ir,Ir Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
44,01-01-2006 13:52,051225,262,AMD_01,262,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  3.0317,  0.5345,  0.3047,  1.7456,  0.1750,  1.3002,  0.0814,  4.1982,  0.0914, 43.6625,  0.2701,< LOD,  0.0106,< LOD,  0.0136,  5.1622,  0.0360,< LOD,  0.0180,< LOD,  0.0056,< LOD,  0.0088,  1.1494,  0.0226,  0.0443,  0.0068,  0.0520,  0.0162,  1.8938,  0.0364,  0.0257,  0.0087,  5.9571,  0.0363,  0.0104,  0.0053,< LOD,  0.0039,  0.6593,  0.0135,< LOD,  0.0050,  0.0605,  0.0043,< LOD,  0.0068,< LOD,  0.0046,,,  0.0215,  0.0015,,,  0.1449,  0.0139,< LOD,  0.0121,,,< LOD,  0.0244,  0.3085,  0.0229,,, 29.5472,  0.3449,< LOD,  0.1371,< LOD,  0.0756,< LOD,  0.0101,< LOD,  0.0082,< LOD,  0.0113,,,,,,,< LOD,  0.0022,< LOD,  0.0133,  0.0187,  0.0072,< LOD,  0.0101,  0.4051,  0.0256,< LOD,  0.0151,< LOD,  0.0160,< LOD,  0.0316,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Be,Be Err,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ru,Ru Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,In,In Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Re,Re Err,Os,Os Err,Ir,Ir Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
